501
0
73c8de55fb8d473a855d8abbcd978f17
ID,Kind,Possess,Name,EN_US,ZH_CN,ZH_TW,MainManifest,MainAB,MainData,Clip,IKAB,IKData
32,1,1,ポーズ02,0,0,0,abdata,custom/30/30.unity3d,adv_f_05,Joy,custom/30/30_ik.unity3d,adv_f_05
33,1,1,ポーズ02,0,0,0,abdata,custom/30/30.unity3d,adv_f_05,Anger,custom/30/30_ik.unity3d,adv_f_05
34,1,1,ポーズ02,0,0,0,abdata,custom/30/30.unity3d,adv_f_05,Sorrow,custom/30/30_ik.unity3d,adv_f_05
35,1,1,ポーズ02,0,0,0,abdata,custom/30/30.unity3d,adv_f_05,Shame,custom/30/30_ik.unity3d,adv_f_05
36,1,1,ポーズ02,0,0,0,abdata,custom/30/30.unity3d,adv_f_05,Dependence,custom/30/30_ik.unity3d,adv_f_05
38,1,1,ポーズ02,0,0,0,abdata,custom/30/30.unity3d,adv_f_06,Joy,custom/30/30_ik.unity3d,adv_f_06
39,1,1,ポーズ02,0,0,0,abdata,custom/30/30.unity3d,adv_f_06,Anger,custom/30/30_ik.unity3d,adv_f_06
40,1,1,ポーズ02,0,0,0,abdata,custom/30/30.unity3d,adv_f_06,Sorrow,custom/30/30_ik.unity3d,adv_f_06
41,1,1,ポーズ02,0,0,0,abdata,custom/30/30.unity3d,adv_f_06,Shame,custom/30/30_ik.unity3d,adv_f_06
42,1,1,ポーズ02,0,0,0,abdata,custom/30/30.unity3d,adv_f_06,Dependence,custom/30/30_ik.unity3d,adv_f_06
44,1,1,ポーズ02,0,0,0,abdata,custom/30/30.unity3d,adv_f_07,Joy,custom/30/30_ik.unity3d,adv_f_07
45,1,1,ポーズ02,0,0,0,abdata,custom/30/30.unity3d,adv_f_07,Anger,custom/30/30_ik.unity3d,adv_f_07
46,1,1,ポーズ02,0,0,0,abdata,custom/30/30.unity3d,adv_f_07,Sorrow,custom/30/30_ik.unity3d,adv_f_07
47,1,1,ポーズ02,0,0,0,abdata,custom/30/30.unity3d,adv_f_07,Shame,custom/30/30_ik.unity3d,adv_f_07
48,1,1,ポーズ02,0,0,0,abdata,custom/30/30.unity3d,adv_f_07,Dependence,custom/30/30_ik.unity3d,adv_f_07
50,1,1,ポーズ02,0,0,0,abdata,custom/30/30.unity3d,adv_f_08,Joy,custom/30/30_ik.unity3d,adv_f_08
51,1,1,ポーズ02,0,0,0,abdata,custom/30/30.unity3d,adv_f_08,Anger,custom/30/30_ik.unity3d,adv_f_08
52,1,1,ポーズ02,0,0,0,abdata,custom/30/30.unity3d,adv_f_08,Sorrow,custom/30/30_ik.unity3d,adv_f_08
53,1,1,ポーズ02,0,0,0,abdata,custom/30/30.unity3d,adv_f_08,Shame,custom/30/30_ik.unity3d,adv_f_08
54,1,1,ポーズ02,0,0,0,abdata,custom/30/30.unity3d,adv_f_08,Dependence,custom/30/30_ik.unity3d,adv_f_08
56,1,1,ポーズ02,0,0,0,abdata,custom/30/30.unity3d,adv_f_09,Joy,custom/30/30_ik.unity3d,adv_f_09
57,1,1,ポーズ02,0,0,0,abdata,custom/30/30.unity3d,adv_f_09,Anger,custom/30/30_ik.unity3d,adv_f_09
58,1,1,ポーズ02,0,0,0,abdata,custom/30/30.unity3d,adv_f_09,Sorrow,custom/30/30_ik.unity3d,adv_f_09
59,1,1,ポーズ02,0,0,0,abdata,custom/30/30.unity3d,adv_f_09,Shame,custom/30/30_ik.unity3d,adv_f_09
60,1,1,ポーズ02,0,0,0,abdata,custom/30/30.unity3d,adv_f_09,Dependence,custom/30/30_ik.unity3d,adv_f_09
61,1,1,ポーズ11,0,0,0,abdata,custom/50/50.unity3d,adv_f_10,Idle,custom/50/50_ik.unity3d,adv_f_10
62,1,1,ポーズ02,0,0,0,abdata,custom/50/50.unity3d,adv_f_10,Joy,custom/50/50_ik.unity3d,adv_f_10
63,1,1,ポーズ02,0,0,0,abdata,custom/50/50.unity3d,adv_f_10,Anger,custom/50/50_ik.unity3d,adv_f_10
64,1,1,ポーズ02,0,0,0,abdata,custom/50/50.unity3d,adv_f_10,Sorrow,custom/50/50_ik.unity3d,adv_f_10
65,1,1,ポーズ02,0,0,0,abdata,custom/50/50.unity3d,adv_f_10,Shame,custom/50/50_ik.unity3d,adv_f_10
66,1,1,ポーズ02,0,0,0,abdata,custom/50/50.unity3d,adv_f_10,Dependence,custom/50/50_ik.unity3d,adv_f_10
67,1,1,ポーズ11,0,0,0,abdata,custom/50/50.unity3d,adv_f_11,Idle,custom/50/50_ik.unity3d,adv_f_11
68,1,1,ポーズ02,0,0,0,abdata,custom/50/50.unity3d,adv_f_11,Joy,custom/50/50_ik.unity3d,adv_f_11
69,1,1,ポーズ02,0,0,0,abdata,custom/50/50.unity3d,adv_f_11,Anger,custom/50/50_ik.unity3d,adv_f_11
70,1,1,ポーズ02,0,0,0,abdata,custom/50/50.unity3d,adv_f_11,Sorrow,custom/50/50_ik.unity3d,adv_f_11
71,1,1,ポーズ02,0,0,0,abdata,custom/50/50.unity3d,adv_f_11,Shame,custom/50/50_ik.unity3d,adv_f_11
72,1,1,ポーズ02,0,0,0,abdata,custom/50/50.unity3d,adv_f_11,Dependence,custom/50/50_ik.unity3d,adv_f_11
73,1,1,ポーズ11,0,0,0,abdata,custom/50/50.unity3d,adv_f_12,Idle,custom/50/50_ik.unity3d,adv_f_12
74,1,1,ポーズ02,0,0,0,abdata,custom/50/50.unity3d,adv_f_12,Joy,custom/50/50_ik.unity3d,adv_f_12
75,1,1,ポーズ02,0,0,0,abdata,custom/50/50.unity3d,adv_f_12,Anger,custom/50/50_ik.unity3d,adv_f_12
76,1,1,ポーズ02,0,0,0,abdata,custom/50/50.unity3d,adv_f_12,Sorrow,custom/50/50_ik.unity3d,adv_f_12
77,1,1,ポーズ02,0,0,0,abdata,custom/50/50.unity3d,adv_f_12,Shame,custom/50/50_ik.unity3d,adv_f_12
78,1,1,ポーズ02,0,0,0,abdata,custom/50/50.unity3d,adv_f_12,Dependence,custom/50/50_ik.unity3d,adv_f_12
79,1,1,ポーズ11,0,0,0,abdata,custom/50/50.unity3d,adv_f_13,Idle,custom/50/50_ik.unity3d,adv_f_13
80,1,1,ポーズ02,0,0,0,abdata,custom/50/50.unity3d,adv_f_13,Joy,custom/50/50_ik.unity3d,adv_f_13
81,1,1,ポーズ02,0,0,0,abdata,custom/50/50.unity3d,adv_f_13,Anger,custom/50/50_ik.unity3d,adv_f_13
82,1,1,ポーズ02,0,0,0,abdata,custom/50/50.unity3d,adv_f_13,Sorrow,custom/50/50_ik.unity3d,adv_f_13
83,1,1,ポーズ02,0,0,0,abdata,custom/50/50.unity3d,adv_f_13,Shame,custom/50/50_ik.unity3d,adv_f_13
84,1,1,ポーズ02,0,0,0,abdata,custom/50/50.unity3d,adv_f_13,Dependence,custom/50/50_ik.unity3d,adv_f_13
100,1,1,ポーズ02,0,0,0,abdata,custom/30/30.unity3d,adv_f_-1,adv_f_-1_Idle,custom/30/30_ik.unity3d,adv_f_-1
101,1,1,ポーズ02,0,0,0,abdata,custom/30/30.unity3d,adv_f_00,Ev_Shower_A_00,custom/30/30_ik.unity3d,adv_f_00
102,1,1,ポーズ02,0,0,0,abdata,custom/30/30.unity3d,adv_f_00,Ev_Shower_A_01,custom/30/30_ik.unity3d,adv_f_00
103,1,1,ポーズ02,0,0,0,abdata,custom/30/30.unity3d,adv_f_00,Ev_Shower_B_00,custom/30/30_ik.unity3d,adv_f_00
104,1,1,ポーズ02,0,0,0,abdata,custom/30/30.unity3d,adv_f_00,Ev_Shower_B_01,custom/30/30_ik.unity3d,adv_f_00
105,1,1,ポーズ02,0,0,0,abdata,custom/30/30.unity3d,adv_f_00,Ev_Shower_C_01,custom/30/30_ik.unity3d,adv_f_00
106,1,1,ポーズ02,0,0,0,abdata,custom/30/30.unity3d,adv_f_00,Ev_Shower_D_01,custom/30/30_ik.unity3d,adv_f_00
107,1,1,ポーズ02,0,0,0,abdata,custom/30/30.unity3d,adv_f_00,Ev_Shower_E_01,custom/30/30_ik.unity3d,adv_f_00

